tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,imdbTop250Rank,letterboxdUrl,letterboxdRatingOutOf5,rottenTomatoesPercent,metacriticScore,metacriticUserScore
tt23849204,movie,12th Fail,12th Fail,2023,147,"Biography,Drama",8.7,167933,70,https://letterboxd.com/film/12th-fail/,4.13,91.0,,
tt0090605,movie,Aliens,Aliens,1986,137,"Action,Adventure,Horror",8.4,835824,71,https://letterboxd.com/film/aliens/,4.11,94.0,84.0,
tt0057565,movie,High and Low,Tengoku to jigoku,1963,143,"Crime,Drama,Mystery",8.4,70406,72,https://letterboxd.com/film/high-and-low/,4.6,97.0,90.0,
tt1345836,movie,The Dark Knight Rises,The Dark Knight Rises,2012,164,"Action,Crime,Drama",8.4,1978133,73,https://letterboxd.com/film/the-dark-knight-rises/,3.8,87.0,78.0,
tt4154796,movie,Avengers: Endgame,Avengers: Endgame,2019,181,"Action,Adventure,Sci-Fi",8.4,1427721,74,https://letterboxd.com/film/avengers-endgame/,3.95,94.0,78.0,
tt0119217,movie,Good Will Hunting,Good Will Hunting,1997,126,"Drama,Romance",8.4,1201800,75,https://letterboxd.com/film/good-will-hunting/,4.37,97.0,71.0,
tt2380307,movie,Coco,Coco,2017,105,"Adventure,Animation,Drama",8.4,696621,76,https://letterboxd.com/film/coco-2017/,4.13,97.0,81.0,
tt0086879,movie,Amadeus,Amadeus,1984,160,"Biography,Drama,Music",8.4,464981,77,https://letterboxd.com/film/amadeus/,4.35,90.0,87.0,
tt0114709,movie,Toy Story,Toy Story,1995,81,"Adventure,Animation,Comedy",8.3,1163609,78,https://letterboxd.com/film/toy-story/,4.11,100.0,96.0,
tt5311514,movie,Your Name.,Kimi no na wa.,2016,106,"Animation,Drama,Fantasy",8.4,385469,79,https://letterboxd.com/film/your-name/,4.23,98.0,81.0,
tt0082096,movie,Das Boot,Das Boot,1981,149,"Drama,War",8.3,286450,80,https://letterboxd.com/film/das-boot/,4.33,98.0,85.0,
tt0364569,movie,Oldboy,Oldeuboi,2003,120,"Action,Drama,Mystery",8.3,710978,81,https://letterboxd.com/film/oldboy/,4.37,82.0,78.0,
tt0112573,movie,Braveheart,Braveheart,1995,178,"Biography,Drama,War",8.3,1154973,82,https://letterboxd.com/film/braveheart/,3.91,76.0,68.0,
tt0119698,movie,Princess Mononoke,Mononoke-hime,1997,133,"Adventure,Animation,Fantasy",8.3,479257,83,https://letterboxd.com/film/princess-mononoke/,4.39,93.0,78.0,
tt0057012,movie,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,"Comedy,War",8.3,549008,84,https://letterboxd.com/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/,4.3,98.0,97.0,
tt1187043,movie,3 Idiots,3 Idiots,2009,170,"Comedy,Drama",8.4,477636,85,https://letterboxd.com/film/3-idiots/,4.14,100.0,67.0,
tt0169547,movie,American Beauty,American Beauty,1999,122,Drama,8.3,1274231,86,https://letterboxd.com/film/american-beauty/,3.95,87.0,84.0,
tt8267604,movie,Capernaum,Capharnaüm,2018,126,Drama,8.4,122769,87,https://letterboxd.com/film/capernaum/,4.21,90.0,75.0,
tt0045152,movie,Singin' in the Rain,Singin' in the Rain,1952,103,"Comedy,Musical,Romance",8.3,280779,88,https://letterboxd.com/film/singin-in-the-rain/,4.35,100.0,99.0,
tt7286456,movie,Joker,Joker,2019,122,"Crime,Drama,Thriller",8.3,1675816,89,https://letterboxd.com/film/joker-2019/,3.84,68.0,59.0,
tt0087843,movie,Once Upon a Time in America,C'era una volta in America,1984,229,"Crime,Drama",8.3,406343,90,https://letterboxd.com/film/once-upon-a-time-in-america/,4.22,86.0,75.0,
tt0091251,movie,Come and See,Idi i smotri,1985,142,"Drama,Thriller,War",8.3,120868,91,https://letterboxd.com/film/come-and-see/,4.61,90.0,,
tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,1983,131,"Action,Adventure,Fantasy",8.3,1200712,92,https://letterboxd.com/film/return-of-the-jedi/,4.08,83.0,58.0,
tt0180093,movie,Requiem for a Dream,Requiem for a Dream,2000,102,Drama,8.3,966972,93,https://letterboxd.com/film/requiem-for-a-dream/,4.1,80.0,71.0,
tt0435761,movie,Toy Story 3,Toy Story 3,2010,103,"Adventure,Animation,Comedy",8.3,962094,94,https://letterboxd.com/film/toy-story-3/,4.01,98.0,92.0,
tt0044741,movie,Ikiru,Ikiru,1952,143,Drama,8.3,101363,95,https://letterboxd.com/film/ikiru/,4.51,98.0,92.0,
tt2106476,movie,The Hunt,Jagten,2012,115,Drama,8.3,405306,96,https://letterboxd.com/film/the-hunt-2012/,4.28,92.0,77.0,
tt1255953,movie,Incendies,Incendies,2010,131,"Drama,Mystery,War",8.3,246523,97,https://letterboxd.com/film/incendies/,4.44,91.0,80.0,
tt0338013,movie,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,2004,108,"Drama,Romance,Sci-Fi",8.3,1174021,98,https://letterboxd.com/film/eternal-sunshine-of-the-spotless-mind/,4.24,93.0,89.0,
tt0053604,movie,The Apartment,The Apartment,1960,125,"Comedy,Drama,Romance",8.3,217648,99,https://letterboxd.com/film/the-apartment/,4.43,93.0,94.0,
tt0056172,movie,Lawrence of Arabia,Lawrence of Arabia,1962,227,"Adventure,Biography,Drama",8.3,339546,100,https://letterboxd.com/film/lawrence-of-arabia/,4.4,93.0,100.0,
tt0062622,movie,2001: A Space Odyssey,2001: A Space Odyssey,1968,149,"Adventure,Sci-Fi",8.3,777254,101,https://letterboxd.com/film/2001-a-space-odyssey/,4.25,90.0,84.0,
tt0105236,movie,Reservoir Dogs,Reservoir Dogs,1992,99,"Crime,Thriller",8.3,1163297,102,https://letterboxd.com/film/reservoir-dogs/,4.14,90.0,81.0,
tt0113277,movie,Heat,Heat,1995,170,"Action,Crime,Drama",8.3,794085,103,https://letterboxd.com/film/heat-1995/,4.3,84.0,76.0,
tt0086250,movie,Scarface,Scarface,1983,170,"Crime,Drama",8.3,1005866,104,https://letterboxd.com/film/scarface-1983/,4.14,79.0,65.0,
tt0036775,movie,Double Indemnity,Double Indemnity,1944,107,"Crime,Drama,Film-Noir",8.3,180202,105,https://letterboxd.com/film/double-indemnity/,4.26,97.0,95.0,
tt1049413,movie,Up,Up,2009,96,"Adventure,Animation,Comedy",8.3,1224998,106,https://letterboxd.com/film/up/,4.1,98.0,88.0,
tt0053125,movie,North by Northwest,North by Northwest,1959,136,"Adventure,Drama,Mystery",8.3,368143,107,https://letterboxd.com/film/north-by-northwest/,4.19,97.0,98.0,
tt0986264,movie,Like Stars on Earth,Taare Zameen Par,2007,162,"Drama,Family",8.3,230155,108,https://letterboxd.com/film/like-stars-on-earth/,4.03,93.0,,
tt0093058,movie,Full Metal Jacket,Full Metal Jacket,1987,116,"Drama,War",8.2,845569,109,https://letterboxd.com/film/full-metal-jacket/,4.2,90.0,78.0,
tt0022100,movie,M,M - Eine Stadt sucht einen Mörder,1931,99,"Crime,Mystery,Thriller",8.3,181875,110,https://letterboxd.com/film/m/,4.29,100.0,,
tt0033467,movie,Citizen Kane,Citizen Kane,1941,119,"Drama,Mystery",8.2,491593,111,https://letterboxd.com/film/citizen-kane/,4.19,99.0,100.0,
tt0211915,movie,Amélie,Le fabuleux destin d'Amélie Poulain,2001,122,"Comedy,Romance",8.3,835649,112,https://letterboxd.com/film/amelie/,4.19,90.0,70.0,
tt0052357,movie,Vertigo,Vertigo,1958,128,"Mystery,Romance,Thriller",8.2,456983,113,https://letterboxd.com/film/vertigo/,4.22,93.0,100.0,
tt1832382,movie,A Separation,Jodaeiye Nader az Simin,2011,123,Drama,8.3,276310,114,https://letterboxd.com/film/a-separation/,4.37,99.0,95.0,
tt0095016,movie,Die Hard,Die Hard,1988,132,"Action,Thriller",8.2,1023790,115,https://letterboxd.com/film/die-hard/,4.05,94.0,72.0,
tt0056592,movie,To Kill a Mockingbird,To Kill a Mockingbird,1962,129,"Crime,Drama",8.2,350193,116,https://letterboxd.com/film/to-kill-a-mockingbird/,4.1,93.0,88.0,
tt0070735,movie,The Sting,The Sting,1973,129,"Comedy,Crime,Drama",8.2,298646,117,https://letterboxd.com/film/the-sting/,4.2,93.0,83.0,
tt0097576,movie,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,1989,127,"Action,Adventure",8.2,859113,118,https://letterboxd.com/film/indiana-jones-and-the-last-crusade/,4.1,84.0,65.0,
tt0066921,movie,A Clockwork Orange,A Clockwork Orange,1971,136,"Crime,Sci-Fi",8.2,932065,119,https://letterboxd.com/film/a-clockwork-orange/,4.11,86.0,77.0,
tt0017136,movie,Metropolis,Metropolis,1927,153,"Drama,Sci-Fi",8.2,199949,120,https://letterboxd.com/film/metropolis/,4.25,97.0,98.0,
tt8579674,movie,1917,1917,2019,119,"Action,Drama,War",8.2,762786,121,https://letterboxd.com/film/1917/,4.12,88.0,78.0,
tt0208092,movie,Snatch,Snatch,2000,102,"Comedy,Crime",8.2,971014,122,https://letterboxd.com/film/snatch/,4.04,74.0,55.0,
tt0119488,movie,L.A. Confidential,L.A. Confidential,1997,138,"Crime,Drama,Mystery",8.2,655640,123,https://letterboxd.com/film/la-confidential/,4.09,99.0,91.0,
tt0363163,movie,Downfall,Der Untergang,2004,156,"Biography,Drama,History",8.2,398278,124,https://letterboxd.com/film/downfall/,4.12,90.0,82.0,
tt0993846,movie,The Wolf of Wall Street,The Wolf of Wall Street,2013,180,"Biography,Comedy,Crime",8.2,1766950,125,https://letterboxd.com/film/the-wolf-of-wall-street/,3.99,79.0,75.0,
tt5074352,movie,Dangal,Dangal,2016,161,"Action,Biography,Drama",8.3,240001,126,https://letterboxd.com/film/dangal/,3.93,89.0,,
tt0040522,movie,Bicycle Thieves,Ladri di biciclette,1948,89,Drama,8.2,191563,127,https://letterboxd.com/film/bicycle-thieves/,4.29,99.0,,
tt0120382,movie,The Truman Show,The Truman Show,1998,103,"Comedy,Drama",8.2,1355241,128,https://letterboxd.com/film/the-truman-show/,4.22,94.0,90.0,
tt15398776,movie,Oppenheimer,Oppenheimer,2023,180,"Biography,Drama,History",8.2,1005273,129,https://letterboxd.com/film/oppenheimer-2023/,4.17,93.0,90.0,
tt6966692,movie,Green Book,Green Book,2018,130,"Biography,Comedy,Drama",8.2,675296,130,https://letterboxd.com/film/green-book/,3.84,77.0,69.0,
tt1130884,movie,Shutter Island,Shutter Island,2010,138,"Drama,Mystery,Thriller",8.2,1626629,131,https://letterboxd.com/film/shutter-island/,4.17,69.0,63.0,
tt0055031,movie,Judgment at Nuremberg,Judgment at Nuremberg,1961,179,"Drama,History,War",8.3,96150,132,https://letterboxd.com/film/judgment-at-nuremberg/,4.35,93.0,60.0,
tt0372784,movie,Batman Begins,Batman Begins,2005,140,"Action,Crime,Drama",8.2,1700062,133,https://letterboxd.com/film/batman-begins/,3.83,85.0,70.0,
tt8503618,movie,Hamilton,Hamilton,2020,160,"Biography,Drama,History",8.3,137447,134,https://letterboxd.com/film/hamilton-2020/,4.26,98.0,88.0,
tt0059578,movie,For a Few Dollars More,Per qualche dollaro in più,1965,132,"Drama,Western",8.2,298195,135,https://letterboxd.com/film/for-a-few-dollars-more/,4.24,92.0,74.0,
tt0075314,movie,Taxi Driver,Taxi Driver,1976,114,"Crime,Drama",8.2,1017459,136,https://letterboxd.com/film/taxi-driver/,4.11,89.0,94.0,
tt0107290,movie,Jurassic Park,Jurassic Park,1993,127,"Action,Adventure,Sci-Fi",8.2,1167073,137,https://letterboxd.com/film/jurassic-park/,4.12,91.0,68.0,
tt0053291,movie,Some Like It Hot,Some Like It Hot,1959,121,"Comedy,Music,Romance",8.2,303231,138,https://letterboxd.com/film/some-like-it-hot/,4.27,95.0,98.0,
tt0469494,movie,There Will Be Blood,There Will Be Blood,2007,158,Drama,8.2,701774,139,https://letterboxd.com/film/there-will-be-blood/,4.46,91.0,93.0,
tt0012349,movie,The Kid,The Kid,1921,68,"Comedy,Drama,Family",8.2,144876,140,https://letterboxd.com/film/the-kid/,4.21,100.0,,
tt10272386,movie,The Father,The Father,2020,97,"Drama,Mystery",8.2,241578,141,https://letterboxd.com/film/the-father-2020/,4.29,98.0,88.0,
tt0042192,movie,All About Eve,All About Eve,1950,138,Drama,8.2,148396,142,https://letterboxd.com/film/all-about-eve/,4.36,99.0,98.0,
tt0167404,movie,The Sixth Sense,The Sixth Sense,1999,107,"Drama,Mystery,Thriller",8.2,1135931,143,https://letterboxd.com/film/the-sixth-sense/,4.09,86.0,64.0,
tt0089881,movie,Ran,Ran,1985,160,"Action,Drama,War",8.2,150573,144,https://letterboxd.com/film/ran/,4.51,96.0,97.0,
tt0112641,movie,Casino,Casino,1995,178,"Crime,Drama",8.2,613918,145,https://letterboxd.com/film/casino/,4.21,79.0,73.0,
tt0477348,movie,No Country for Old Men,No Country for Old Men,2007,122,"Crime,Drama,Thriller",8.2,1176251,146,https://letterboxd.com/film/no-country-for-old-men/,4.31,93.0,92.0,
tt0084787,movie,The Thing,The Thing,1982,109,"Horror,Mystery,Sci-Fi",8.2,521340,147,https://letterboxd.com/film/the-thing/,4.35,85.0,57.0,
tt1745960,movie,Top Gun: Maverick,Top Gun: Maverick,2022,130,"Action,Drama",8.2,846205,148,https://letterboxd.com/film/top-gun-maverick/,3.97,96.0,78.0,
tt1392214,movie,Prisoners,Prisoners,2013,153,"Crime,Drama,Mystery",8.2,922247,149,https://letterboxd.com/film/prisoners/,4.32,81.0,70.0,
tt0266697,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,2003,111,"Action,Crime,Thriller",8.2,1295699,150,https://letterboxd.com/film/kill-bill-vol-1/,4.21,85.0,69.0,
tt0457430,movie,Pan's Labyrinth,El laberinto del fauno,2006,118,"Drama,Fantasy,War",8.2,743321,151,https://letterboxd.com/film/pans-labyrinth/,4.15,95.0,98.0,
tt0105695,movie,Unforgiven,Unforgiven,1992,130,"Drama,Western",8.2,465951,152,https://letterboxd.com/film/unforgiven/,4.2,96.0,85.0,
tt0268978,movie,A Beautiful Mind,A Beautiful Mind,2001,135,"Biography,Drama,Mystery",8.2,1047943,153,https://letterboxd.com/film/a-beautiful-mind/,3.87,74.0,72.0,
tt0040897,movie,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,1948,126,"Adventure,Drama,Western",8.2,140714,154,https://letterboxd.com/film/the-treasure-of-the-sierra-madre/,4.29,100.0,98.0,
tt0347149,movie,Howl's Moving Castle,Hauru no ugoku shiro,2004,119,"Adventure,Animation,Family",8.2,506590,155,https://letterboxd.com/film/howls-moving-castle/,4.36,88.0,82.0,
tt0266543,movie,Finding Nemo,Finding Nemo,2003,100,"Adventure,Animation,Comedy",8.2,1198251,156,https://letterboxd.com/film/finding-nemo/,4.03,99.0,90.0,
tt0055630,movie,Yojimbo,Yôjinbô,1961,110,"Action,Drama,Thriller",8.2,142161,157,https://letterboxd.com/film/yojimbo/,4.3,96.0,93.0,
tt4729430,movie,Klaus,Klaus,2019,96,"Adventure,Animation,Comedy",8.2,233667,158,https://letterboxd.com/film/klaus/,4.19,95.0,65.0,
tt0057115,movie,The Great Escape,The Great Escape,1963,172,"Adventure,Drama,Thriller",8.2,275974,159,https://letterboxd.com/film/the-great-escape/,4.16,94.0,86.0,
tt0080678,movie,The Elephant Man,The Elephant Man,1980,124,"Biography,Drama",8.2,280668,160,https://letterboxd.com/film/the-elephant-man/,4.3,91.0,78.0,
tt0071853,movie,Monty Python and the Holy Grail,Monty Python and the Holy Grail,1975,91,"Adventure,Comedy,Fantasy",8.2,600607,161,https://letterboxd.com/film/monty-python-and-the-holy-grail/,4.14,92.0,91.0,
tt0346336,movie,The Best of Youth,La meglio gioventù,2003,374,"Drama,Romance",8.4,27677,162,https://letterboxd.com/film/the-best-of-youth/,4.32,94.0,89.0,
tt0046912,movie,Dial M for Murder,Dial M for Murder,1954,105,"Crime,Drama,Mystery",8.1,203583,163,https://letterboxd.com/film/dial-m-for-murder/,4.15,90.0,75.0,
tt1305806,movie,The Secret in Their Eyes,El secreto de sus ojos,2009,129,"Drama,Mystery,Romance",8.2,240497,164,https://letterboxd.com/film/the-secret-in-their-eyes/,4.24,89.0,80.0,
tt32820897,movie,Demon Slayer: Kimetsu no Yaiba Infinity Castle,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,2025,155,"Action,Adventure,Animation",8.4,64474,165,https://letterboxd.com/film/demon-slayer-kimetsu-no-yaiba-infinity-castle/,4.03,98.0,67.0,
tt0031381,movie,Gone with the Wind,Gone with the Wind,1939,238,"Drama,Romance,War",8.2,354681,166,https://letterboxd.com/film/gone-with-the-wind/,3.86,90.0,97.0,
tt0071315,movie,Chinatown,Chinatown,1974,130,"Drama,Mystery,Thriller",8.1,374898,167,https://letterboxd.com/film/chinatown/,4.3,98.0,92.0,
tt0120735,movie,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",1998,107,"Comedy,Crime",8.1,647425,168,https://letterboxd.com/film/lock-stock-and-two-smoking-barrels/,4.02,75.0,67.0,
tt0434409,movie,V for Vendetta,V for Vendetta,2005,132,"Action,Drama,Sci-Fi",8.1,1240210,169,https://letterboxd.com/film/v-for-vendetta/,3.88,73.0,62.0,
tt0264464,movie,Catch Me If You Can,Catch Me If You Can,2002,141,"Biography,Crime,Drama",8.1,1222117,170,https://letterboxd.com/film/catch-me-if-you-can-2002/,4.05,96.0,75.0,
tt2096673,movie,Inside Out,Inside Out,2015,95,"Adventure,Animation,Comedy",8.1,905138,171,https://letterboxd.com/film/inside-out-2015/,3.83,98.0,94.0,
tt0042876,movie,Rashomon,Rashômon,1950,88,"Crime,Drama,Mystery",8.1,195281,172,https://letterboxd.com/film/rashomon/,4.2,98.0,98.0,
